loss,val_loss
0.6136187314987183,0.5491644144058228
0.4695480763912201,0.43176084756851196
0.359205424785614,0.3004764914512634
0.2359718531370163,0.16682013869285583
0.11599823087453842,0.056741707026958466
0.033105574548244476,0.00892777182161808
0.010950494557619095,0.013494020327925682
0.010819465853273869,0.008769882842898369
0.006868816912174225,0.005634515080600977
0.005684209056198597,0.00547736044973135
0.005611002445220947,0.005490266717970371
0.005532876122742891,0.005432541947811842
0.005460578482598066,0.005295235197991133
0.005354839377105236,0.005315353162586689
0.005269044078886509,0.005223635584115982
0.005204843357205391,0.005162534303963184
0.005124968476593494,0.005125986412167549
0.005057151895016432,0.004960685037076473
0.004951993934810162,0.00476979510858655
0.004857840947806835,0.004595116712152958
0.004840799607336521,0.004401231650263071
0.004735816270112991,0.00432013813406229
0.004583096597343683,0.004166564904153347
0.004505042918026447,0.004136515315622091
0.004546472802758217,0.004125769250094891
0.0045919716358184814,0.004062299616634846
0.004441439174115658,0.004066787660121918
0.004338539205491543,0.003960500471293926
0.004316149279475212,0.003945742733776569
0.00427065696567297,0.0039309062995016575
0.004219455644488335,0.003898369614034891
0.00423052441328764,0.0038762069307267666
0.004177406430244446,0.0038640820421278477
0.004151062108576298,0.003847641870379448
0.00414718221873045,0.003818982047960162
0.004114074166864157,0.0038254179526120424
0.004132439382374287,0.0037883571349084377
0.004113832022994757,0.0037771794013679028
0.004070046823471785,0.0037971199490129948
0.004075241275131702,0.0037495188880711794
0.004070056136697531,0.003731448668986559
0.0040391129441559315,0.0037486176006495953
0.004009543918073177,0.003700080094859004
0.0040237074717879295,0.0036972493398934603
0.00400481978431344,0.003660061629489064
0.004088351968675852,0.003654367756098509
0.003961522132158279,0.0036215190775692463
0.003982850816100836,0.003603879362344742
0.00397683447226882,0.003586098086088896
0.00395390298217535,0.0035558301024138927
0.003939348738640547,0.0036240213084965944
0.003939659334719181,0.0035344096831977367
0.003927852958440781,0.003535275813192129
0.003971942234784365,0.003491006325930357
0.0039306883700191975,0.0035848100669682026
0.003894057124853134,0.0034657896030694246
0.0038374722935259342,0.003526852233335376
0.003868864383548498,0.0034621325321495533
0.003805953310802579,0.0034721489064395428
0.0038099673110991716,0.0034813680686056614
0.003797211218625307,0.003410290228202939
0.0038145172875374556,0.00362865487113595
0.003888996783643961,0.003414132399484515
0.003890380961820483,0.0035267523489892483
0.003739187028259039,0.0034173750318586826
0.0038610794581472874,0.0035284203477203846
0.003909331746399403,0.003454493824392557
0.0037471626419574022,0.0033957851119339466
0.003726436523720622,0.00338844140060246
0.0037391961086541414,0.003403620794415474
0.003726270515471697,0.003392379265278578
0.003793637501075864,0.00335250748321414
0.0037069537211209536,0.003454710589721799
0.0037231382448226213,0.0033366442658007145
0.003716376144438982,0.003457937855273485
0.003685642033815384,0.003316310467198491
0.0037264327984303236,0.003536542411893606
0.0037000395823270082,0.0033070396166294813
0.0037507410161197186,0.003568666521459818
0.0037258206866681576,0.003322829259559512
0.0037486455403268337,0.0033409385941922665
0.003766153007745743,0.003473760560154915
0.003690579906105995,0.0033144366461783648
0.0036762685049325228,0.003301000688225031
0.0037435435224324465,0.003396064741536975
0.0037177945487201214,0.0033841829281300306
0.0036726214457303286,0.0032571100164204836
0.0036740689538419247,0.0034326643217355013
0.0037255038041621447,0.0032361950725317
0.0036328709684312344,0.003311197506263852
0.0036353361792862415,0.0032405692618340254
0.00360950012691319,0.0032327361404895782
0.0036415099166333675,0.0032337408047169447
0.0037436909042298794,0.0032093916088342667
0.003704699221998453,0.003308317856863141
0.0036574415862560272,0.003202741499990225
0.0036285717505961657,0.003169103292748332
0.0036290616262704134,0.003206169931218028
0.0036308798007667065,0.003298550145700574
0.003660205053165555,0.0031810454092919827
